Ind,Pop,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18
ZCF28,ZCF,0.006,0.008,0.004,0.025,0.011,0.08,0.014,0.004,0.003,0.004,0.003,0.007,0.003,0.004,0.021,0.004,0.785,0.014
ZCF29,ZCF,0.004,0.024,0.006,0.718,0.01,0.022,0.033,0.022,0.009,0.016,0.043,0.011,0.008,0.006,0.005,0.036,0.022,0.004
ZCF30,ZCF,0.005,0.005,0.005,0.005,0.01,0.013,0.004,0.004,0.004,0.004,0.004,0.008,0.003,0.004,0.008,0.007,0.901,0.005
ZCF31,ZCF,0.003,0.003,0.003,0.013,0.006,0.069,0.006,0.004,0.004,0.005,0.003,0.002,0.006,0.005,0.006,0.004,0.841,0.018
ZCF32,ZCF,0.027,0.01,0.004,0.318,0.006,0.036,0.011,0.008,0.009,0.005,0.004,0.004,0.004,0.003,0.019,0.004,0.521,0.007
ZCF33,ZCF,0.003,0.003,0.003,0.075,0.005,0.004,0.007,0.003,0.003,0.004,0.003,0.003,0.004,0.003,0.023,0.005,0.816,0.035
ZCF34,ZCF,0.085,0.059,0.036,0.059,0.005,0.014,0.031,0.026,0.06,0.018,0.023,0.008,0.006,0.011,0.007,0.014,0.534,0.006
ZCF35,ZCF,0.009,0.007,0.009,0.028,0.009,0.007,0.011,0.033,0.02,0.019,0.01,0.003,0.009,0.008,0.005,0.008,0.799,0.005
ZCF36,ZCF,0.003,0.003,0.007,0.013,0.005,0.005,0.008,0.005,0.004,0.009,0.004,0.006,0.019,0.006,0.102,0.003,0.741,0.054
ZCF37,ZCF,0.006,0.004,0.017,0.044,0.004,0.016,0.02,0.006,0.005,0.01,0.007,0.005,0.006,0.005,0.014,0.003,0.819,0.008
ZCF38,ZCF,0.009,0.014,0.007,0.007,0.02,0.035,0.007,0.017,0.011,0.008,0.005,0.004,0.004,0.008,0.007,0.018,0.814,0.005
ZCF39,ZCF,0.104,0.014,0.107,0.01,0.003,0.019,0.006,0.014,0.031,0.029,0.272,0.007,0.009,0.009,0.011,0.012,0.34,0.004
ZCF40,ZCF,0.026,0.01,0.008,0.005,0.01,0.045,0.018,0.012,0.014,0.008,0.009,0.013,0.006,0.005,0.009,0.004,0.795,0.004
ZCF41,ZCF,0.004,0.003,0.005,0.071,0.013,0.047,0.059,0.004,0.004,0.005,0.005,0.008,0.003,0.003,0.022,0.003,0.728,0.014
ZCF42,ZCF,0.004,0.007,0.021,0.05,0.03,0.047,0.008,0.005,0.006,0.012,0.017,0.011,0.006,0.008,0.004,0.006,0.754,0.005
